task,input,output,possible_outputs
singular_to_plural,warship,warships,
singular_to_plural,butterfly,butterflies,
singular_to_plural,fence,fences,
singular_to_plural,diocese,dioceses,
singular_to_plural,merge,merges,
singular_to_plural,pupil,pupils,
singular_to_plural,spine,spines,
singular_to_plural,shower,showers,
singular_to_plural,dislike,dislikes,
singular_to_plural,broadcaster,broadcasters,
singular_to_plural,outlook,outlooks,
singular_to_plural,invest,invests,
singular_to_plural,botanist,botanists,
singular_to_plural,voter,voters,
singular_to_plural,quartet,quartets,
singular_to_plural,cartoonist,cartoonists,
singular_to_plural,diversion,diversions,
singular_to_plural,bath,baths,
singular_to_plural,denomination,denominations,
singular_to_plural,stereotype,stereotypes,
singular_to_plural,distortion,distortions,
translation_en-fr,place,place,"['place', 'se placer', 'endroit', 'poser', 'faire', 'arriver', 'lieu', 'mettre', 'placer']"
translation_en-fr,family,famille,['famille']
translation_en-fr,point,point,"['case', 'opinion', 'avis', 'indiquer', 'aiguille', 'aiguillage', 'point', 'instant', 'pointe', 'prise', 'moment', 'péninsule', 'but', 'flèche', 'dixième', 'pointer', 'prise électrique', 'point de vue', 'objectif', 'virgule']"
translation_en-fr,east,est,"['oriental', 'orientale', ""de l'est"", ""vers l 'est"", 'est', ""à l'est""]"
translation_en-fr,aircraft,aéronef,['aéronef']
translation_en-fr,title,titre,"['titre', 'intitulé']"
translation_en-fr,party,détachement,"['détachement', 'partie', 'participant', 'parti', 'veiller', 'fêter']"
translation_en-fr,victory,victoire,['victoire']
translation_en-fr,list,liste,"['liste', 'lister']"
translation_en-fr,cover,couverture,"['reprendre', 'couvercle', 'couvrir', 'couvert', 'couverture']"
translation_en-fr,idea,idée,"['idée', 'pensée']"
translation_en-fr,loss,perte,"['défaite', 'perte']"
translation_en-fr,length,longueur,['longueur']
translation_en-fr,self,soi-même,['soi-même']
translation_en-fr,broadcast,émission,"['radiodiffuser', 'émission', 'diffuser']"
translation_en-fr,trade,métier,"['métier', 'échanger', 'commerce']"
translation_en-fr,energy,énergie,"['courage', 'énergie']"
translation_en-fr,peak,cime,['cime']
translation_en-fr,market,marché,"['commercialiser', 'du marché', 'marché']"
translation_en-fr,quality,qualité,"['qualité', 'de qualité']"
translation_en-fr,dance,danse,"['danse', 'danser']"
translation_en-fr,county,comté,"['département', 'comté']"
translation_en-fr,lot,bande,"['groupe', 'bande', 'ensemble', 'destin']"
translation_en-fr,wing,aile,"['aile', 'ailier']"
translation_en-fr,camp,camp,"['bivouaquer', 'camp', 'camper']"
translation_en-fr,leadership,autorité,"['charisme', 'leadership', 'autorité']"
translation_en-fr,split,grand écart ; to do the splits: faire le grand écart,"['diviser', 'répartir', 'fendre', 'séparer', 'scinder', 'grand écart ; to do the splits: faire le grand écart']"
translation_en-fr,leg,jambe,['jambe']
translation_en-fr,crowd,monceau,"['foule', 'monceau']"
translation_en-fr,knowledge,connaissance,"['science', 'savoir', 'connaissances', 'connaissance']"
translation_en-fr,statement,déclaration,"['déclaration', 'instruction', 'relevé']"
translation_en-fr,campus,campus,['campus']
translation_en-fr,entry,entrée,"['coefficient', 'article', 'entrée', 'accès', 'vestibule', 'enregistrement', 'rubrique', 'élément']"
translation_en-fr,circulation,circulation,['circulation']
translation_en-fr,atmosphere,atmosphère,"['atmosphère', 'ambiance']"
translation_en-fr,praise,louange,"['louer', 'féliciter', 'louange', 'prôner']"
translation_en-fr,throne,trône,['trône']
translation_en-fr,dialogue,dialogue,"['dialoguer', 'conversation', 'dialogue']"
translation_en-fr,surprise,surprise,"['étonner', 'surprendre', 'surprise']"
translation_en-fr,agency,agence,"['organisme', 'action', 'agence']"
translation_en-fr,delivery,accouchement,"['administration', 'naissance', 'parturition', 'accouchement', 'livraison']"
translation_en-fr,elevation,élévation,['élévation']
translation_en-fr,jury,jury,['jury']
translation_en-fr,friendship,amitié,['amitié']
translation_en-fr,uncle,oncle,"['tonton', 'oncle']"
translation_en-fr,touch,toucher,['toucher']
translation_en-fr,worship,culte,"['adorer', 'vénérer', 'culte', 'adoration', 'vénération']"
translation_en-fr,sculpture,sculpture,['sculpture']
translation_en-fr,holiday,jour férié,"['vacances', 'fête', 'vacance', 'jour férié', 'congé']"
translation_en-fr,resignation,démission,"['démission', 'résignation']"
translation_en-fr,expert,expert,['expert']
translation_en-fr,punishment,punition,"['punition', 'châtiment']"
translation_en-fr,custom,coutume,"['droit de douane', 'us', 'coutume', 'connaissance']"
translation_en-fr,switch,commutateur,"['badine', 'commuter', 'échanger', 'fouetter', 'interrupteur', 'changer', 'commutateur']"
translation_en-fr,spite,dépit,"['dépit', 'rancune']"
translation_en-fr,acceptance,acceptation,['acceptation']
translation_en-fr,photograph,photographie,"['photo', 'photographier', 'photographie']"
translation_en-fr,upgrade,mise à niveau,['mise à niveau']
translation_en-fr,genius,génie,['génie']
translation_en-fr,torture,torture,"['torture', 'torturer']"
translation_en-fr,triumph,triomphe,"['triomphe', 'triompher']"
translation_en-fr,reflection,réflexion,"['réflexion', 'reflet']"
translation_en-fr,hosting,hébergement,['hébergement']
translation_en-fr,invention,invention,['invention']
translation_en-fr,gasoline,essence,"['essence', 'gas']"
translation_en-fr,boxing,boxe,['boxe']
translation_en-fr,striker,gréviste,['gréviste']
translation_en-fr,profession,profession,['profession']
translation_en-fr,superhero,super-héros,['super-héros']
translation_en-fr,visitor,invité,"['visiteur', 'invitée', 'invité', 'visiteuse']"
translation_en-fr,rejection,refus,"['refus', 'rejet']"
translation_en-fr,snake,furet,"['serpenter', 'serpent', 'furet']"
translation_en-fr,puzzle,puzzle,"['puzzle', 'rendre perplexe', 'devinette', 'mystère', 'énigme', 'casse-tête', 'jeu de patience']"
translation_en-fr,commissioner,commissaire,['commissaire']
translation_en-fr,tributary,affluent,['affluent']
translation_en-fr,zoo,zoo,['zoo']
translation_en-fr,overhaul,remise à neuf,['remise à neuf']
translation_en-fr,essence,essence,['essence']
translation_en-fr,dimension,dimension,"['dimensionner', 'dimension']"
translation_en-fr,footballer,footballeur,"['footballeuse', 'footballeur']"
translation_en-fr,draught,à la pression,"[""courant d'air"", 'gorgée', 'à la pression']"
translation_en-fr,dealer,dealer,['dealer']
translation_en-fr,impedance,impédance,['impédance']
translation_en-fr,disruption,interruption,"['perturbation', 'interruption']"
translation_en-fr,flu,grippe,['grippe']
translation_en-fr,crack,fissure,"['crack', 'casser', 'craquer', 'fissure', 'craquement', 'plaisanterie']"
translation_en-fr,denial,négation,"['déni', 'refus', 'dénégation', 'négation']"
translation_en-fr,fluoride,fluorure,['fluorure']
translation_en-fr,attribute,attribut,"['depending on which class it belongs', 'attribuer', 'épithète or déterminant', 'attribut']"
translation_en-fr,documentation,documentation,['documentation']
translation_en-fr,prostitute,prostitué,"['prostituée', 'se prostituer', 'fille des rues', 'fille de joie', 'prostitué']"
translation_en-fr,foliage,feuillage,['feuillage']
translation_en-fr,repetition,répétition,['répétition']
translation_en-fr,modeling,modelage,"['mannequinat', 'modélisation', 'modelage']"
translation_en-fr,resentment,ressentiment,"['agacement', 'rancune', 'ressentiment']"
translation_en-fr,sermon,sermon,"['prêche', 'sermon']"
translation_en-fr,pollen,pollen,['pollen']
translation_en-fr,superintendent,surintendant,['surintendant']
translation_en-fr,pastor,pasteur,['pasteur']
translation_en-fr,venom,venin,['venin']
letters_list,place,p l a c e,
letters_list,family,f a m i l y,
letters_list,point,p o i n t,
letters_list,east,e a s t,
letters_list,service,s e r v i c e,
letters_list,run,r u n,
letters_list,site,s i t e,
letters_list,wife,w i f e,
letters_list,hurricane,h u r r i c a n e,
letters_list,league,l e a g u e,
letters_list,section,s e c t i o n,
letters_list,surface,s u r f a c e,
letters_list,contract,c o n t r a c t,
letters_list,fight,f i g h t,
letters_list,guitar,g u i t a r,
letters_list,ball,b a l l,
letters_list,model,m o d e l,
letters_list,press,p r e s s,
letters_list,culture,c u l t u r e,
letters_list,collection,c o l l e c t i o n,
letters_list,foot,f o o t,
letters_list,theory,t h e o r y,
letters_list,invasion,i n v a s i o n,
letters_list,quarter,q u a r t e r,
letters_list,agreement,a g r e e m e n t,
letters_list,personnel,p e r s o n n e l,
letters_list,northwest,n o r t h w e s t,
letters_list,editor,e d i t o r,
letters_list,cricket,c r i c k e t,
letters_list,lap,l a p,
letters_list,description,d e s c r i p t i o n,
letters_list,camera,c a m e r a,
letters_list,mountain,m o u n t a i n,
letters_list,principal,p r i n c i p a l,
letters_list,regiment,r e g i m e n t,
letters_list,corner,c o r n e r,
letters_list,credit,c r e d i t,
letters_list,suit,s u i t,
letters_list,closing,c l o s i n g,
letters_list,boundary,b o u n d a r y,
letters_list,armament,a r m a m e n t,
letters_list,signal,s i g n a l,
letters_list,affect,a f f e c t,
letters_list,baby,b a b y,
letters_list,fantasy,f a n t a s y,
letters_list,voting,v o t i n g,
letters_list,reduction,r e d u c t i o n,
letters_list,document,d o c u m e n t,
letters_list,inning,i n n i n g,
letters_list,lighter,l i g h t e r,
letters_list,moon,m o o n,
letters_list,explanation,e x p l a n a t i o n,
letters_list,diamond,d i a m o n d,
letters_list,custom,c u s t o m,
letters_list,photograph,p h o t o g r a p h,
letters_list,accordance,a c c o r d a n c e,
letters_list,trap,t r a p,
letters_list,performer,p e r f o r m e r,
letters_list,morale,m o r a l e,
letters_list,calm,c a l m,
letters_list,boom,b o o m,
letters_list,afford,a f f o r d,
letters_list,admission,a d m i s s i o n,
letters_list,timing,t i m i n g,
letters_list,rendition,r e n d i t i o n,
letters_list,breach,b r e a c h,
letters_list,servant,s e r v a n t,
letters_list,counterpart,c o u n t e r p a r t,
letters_list,drag,d r a g,
letters_list,shed,s h e d,
letters_list,cantata,c a n t a t a,
letters_list,choreography,c h o r e o g r a p h y,
letters_list,rejection,r e j e c t i o n,
letters_list,vector,v e c t o r,
letters_list,bite,b i t e,
letters_list,fare,f a r e,
letters_list,groove,g r o o v e,
letters_list,clearance,c l e a r a n c e,
letters_list,precision,p r e c i s i o n,
letters_list,simplicity,s i m p l i c i t y,
letters_list,characterization,c h a r a c t e r i z a t i o n,
letters_list,glory,g l o r y,
letters_list,leisure,l e i s u r e,
letters_list,simpler,s i m p l e r,
letters_list,prequel,p r e q u e l,
letters_list,baseman,b a s e m a n,
letters_list,geography,g e o g r a p h y,
letters_list,flu,f l u,
letters_list,symbolism,s y m b o l i s m,
letters_list,distributor,d i s t r i b u t o r,
letters_list,judgement,j u d g e m e n t,
letters_list,conquer,c o n q u e r,
letters_list,strand,s t r a n d,
letters_list,diversion,d i v e r s i o n,
letters_list,gateway,g a t e w a y,
letters_list,rhetoric,r h e t o r i c,
letters_list,phosphate,p h o s p h a t e,
letters_list,cheating,c h e a t i n g,
letters_list,fumble,f u m b l e,
letters_list,promoter,p r o m o t e r,
second_word_letter,place,l,
second_word_letter,family,a,
second_word_letter,point,o,
second_word_letter,east,a,
second_word_letter,service,e,
second_word_letter,run,u,
second_word_letter,site,i,
second_word_letter,wife,i,
second_word_letter,hurricane,u,
second_word_letter,league,e,
second_word_letter,section,e,
second_word_letter,surface,u,
second_word_letter,contract,o,
second_word_letter,fight,i,
second_word_letter,guitar,u,
second_word_letter,ball,a,
second_word_letter,model,o,
second_word_letter,press,r,
second_word_letter,culture,u,
second_word_letter,collection,o,
second_word_letter,foot,o,
second_word_letter,theory,h,
second_word_letter,invasion,n,
second_word_letter,quarter,u,
second_word_letter,agreement,g,
second_word_letter,personnel,e,
second_word_letter,northwest,o,
second_word_letter,editor,d,
second_word_letter,cricket,r,
second_word_letter,lap,a,
second_word_letter,description,e,
second_word_letter,camera,a,
second_word_letter,mountain,o,
second_word_letter,principal,r,
second_word_letter,regiment,e,
second_word_letter,corner,o,
second_word_letter,credit,r,
second_word_letter,suit,u,
second_word_letter,closing,l,
second_word_letter,boundary,o,
second_word_letter,armament,r,
second_word_letter,signal,i,
second_word_letter,affect,f,
second_word_letter,baby,a,
second_word_letter,fantasy,a,
second_word_letter,voting,o,
second_word_letter,reduction,e,
second_word_letter,document,o,
second_word_letter,inning,n,
second_word_letter,lighter,i,
second_word_letter,moon,o,
second_word_letter,explanation,x,
second_word_letter,diamond,i,
second_word_letter,custom,u,
second_word_letter,photograph,h,
second_word_letter,accordance,c,
second_word_letter,trap,r,
second_word_letter,performer,e,
second_word_letter,morale,o,
second_word_letter,calm,a,
second_word_letter,boom,o,
second_word_letter,afford,f,
second_word_letter,admission,d,
second_word_letter,timing,i,
second_word_letter,rendition,e,
second_word_letter,breach,r,
second_word_letter,servant,e,
second_word_letter,counterpart,o,
second_word_letter,drag,r,
second_word_letter,shed,h,
second_word_letter,cantata,a,
second_word_letter,choreography,h,
second_word_letter,rejection,e,
second_word_letter,vector,e,
second_word_letter,bite,i,
second_word_letter,fare,a,
second_word_letter,groove,r,
second_word_letter,clearance,l,
second_word_letter,precision,r,
second_word_letter,simplicity,i,
second_word_letter,characterization,h,
second_word_letter,glory,l,
second_word_letter,leisure,e,
second_word_letter,simpler,i,
second_word_letter,prequel,r,
second_word_letter,baseman,a,
second_word_letter,geography,e,
second_word_letter,flu,l,
second_word_letter,symbolism,y,
second_word_letter,distributor,i,
second_word_letter,judgement,u,
second_word_letter,conquer,o,
second_word_letter,strand,t,
second_word_letter,diversion,i,
second_word_letter,gateway,a,
second_word_letter,rhetoric,h,
second_word_letter,phosphate,h,
second_word_letter,cheating,h,
second_word_letter,fumble,u,
second_word_letter,promoter,r,
